"BehaviorSpace results (NetLogo 7.0.2)","Table version 2.0"
"modelo_redes_preferenciales.nlogox"
"positive-convergence-time"
"06/09/2026 15:51:18:978 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","total-ticks","learning-rate","pairs-per-tick","confidence-threshold","influence-type","[step]","ticks","mean-opinion","sd-opinion"
"303","100000","0.3","10","0","pos","99999","100000","0.0900199954739547","0.03405252687008196"
"305","100000","0.3","10","0","pos","99999","100000","0.12219869712751155","0.025492377371184143"
"304","100000","0.3","10","0","pos","99999","100000","0.10622585300141625","0.05092218317690556"
"306","100000","0.3","10","0","pos","99999","100000","0.10384666468803144","0.03369963114176312"
"307","100000","0.3","10","0","pos","99999","100000","0.09638627108621563","0.04453455048134296"
"309","100000","0.3","10","0","pos","99999","100000","0.10900458068905251","0.04656406881230573"
"310","100000","0.3","10","0","pos","99999","100000","0.10295921325400964","0.03332577233256489"
"311","100000","0.3","10","0","pos","99999","100000","0.0988553797345868","0.02789491498529944"
"312","100000","0.3","10","0","pos","99999","100000","0.10203568075131278","0.03466335490827612"
"313","100000","0.3","10","0","pos","99999","100000","0.09173788776794047","0.04566678721297282"
"308","100000","0.3","10","0","pos","99999","100000","0.10287292840947314","0.07040235747033177"
"314","100000","0.3","10","0","pos","99999","100000","0.10175160170312031","0.036621987640333066"
"315","100000","0.3","10","0","pos","99999","100000","0.10449369802346688","0.04720977257602852"
"316","100000","0.3","10","0","pos","99999","100000","0.11057082421089341","0.02956846447171213"
"317","100000","0.3","10","0","pos","99999","100000","0.10469582906296036","0.02683446476621885"
"318","100000","0.3","10","0","pos","99999","100000","0.10512180444994774","0.03331973728588502"
"319","100000","0.3","10","0","pos","99999","100000","0.11123873168288094","0.03862441811783772"
"320","100000","0.3","10","0","pos","99999","100000","0.10414298188258257","0.05975058139548597"
"321","100000","0.3","10","0","pos","99999","100000","0.10928025290987821","0.043894045470742556"
"322","100000","0.3","10","0","pos","99999","100000","0.10951561911068355","0.02796549783981139"
"323","100000","0.3","10","0","pos","99999","100000","0.09475028575058674","0.032451101395864636"
"324","100000","0.3","10","0","pos","99999","100000","0.10861313636477145","0.0328225366214809"
"325","100000","0.3","10","0","pos","99999","100000","0.0948314583392962","0.05312922415285559"
"327","100000","0.3","10","0","pos","99999","100000","0.1060445399492","0.03291865597696992"
"328","100000","0.3","10","0","pos","99999","100000","0.10440382820750281","0.041337351789830765"
"326","100000","0.3","10","0","pos","99999","100000","0.10699646961284001","0.04262354443998779"
"329","100000","0.3","10","0","pos","99999","100000","0.10265997482856253","0.042932127917345755"
"330","100000","0.3","10","0","pos","99999","100000","0.09857743757030837","0.035159400098334244"
"331","100000","0.3","20","0","pos","99999","100000","0.09212317362048827","0.03180096870821088"
"332","100000","0.3","20","0","pos","99999","100000","0.09437222248969755","0.020249800007530308"
"334","100000","0.3","20","0","pos","99999","100000","0.10071803434403054","0.027252496968247934"
"333","100000","0.3","20","0","pos","99999","100000","0.08656416605080847","0.027451756874510385"
"336","100000","0.3","20","0","pos","99999","100000","0.09779594692391078","0.041618304424546226"
"335","100000","0.3","20","0","pos","99999","100000","0.087117264715751","0.03748855935030525"
"337","100000","0.3","20","0","pos","99999","100000","0.10515826296000319","0.04168346945665738"
"338","100000","0.3","20","0","pos","99999","100000","0.09588908676221677","0.018246418339874875"
"339","100000","0.3","20","0","pos","99999","100000","0.10948592103240722","0.03592045539021016"
"340","100000","0.3","20","0","pos","99999","100000","0.14280708545262044","0.034848838010533484"
"342","100000","0.3","20","0","pos","99999","100000","0.10215951742353709","0.023630203872721134"
"345","100000","0.3","20","0","pos","99999","100000","0.10643486798502015","0.03123668721975327"
"346","100000","0.3","20","0","pos","99999","100000","0.1133096544574709","0.04360384947687069"
"344","100000","0.3","20","0","pos","99999","100000","0.09316560770716334","0.021625351162580395"
"341","100000","0.3","20","0","pos","99999","100000","0.12267951969549983","0.0315595459936312"
"347","100000","0.3","20","0","pos","99999","100000","0.11185028870204736","0.027083316242222447"
"348","100000","0.3","20","0","pos","99999","100000","0.09571563339189593","0.025223034812518454"
"343","100000","0.3","20","0","pos","99999","100000","0.1050131484524686","0.02401610021838734"
"349","100000","0.3","20","0","pos","99999","100000","0.10212860272394372","0.027113900003287898"
"352","100000","0.3","20","0","pos","99999","100000","0.11096083511478863","0.0351808183641203"
"351","100000","0.3","20","0","pos","99999","100000","0.09635748771729055","0.04003128468322044"
"350","100000","0.3","20","0","pos","99999","100000","0.09993146298641731","0.030106274694289958"
"353","100000","0.3","20","0","pos","99999","100000","0.10101215322751636","0.032357672430708743"
"355","100000","0.3","20","0","pos","99999","100000","0.10423065719353401","0.030786405991799624"
"356","100000","0.3","20","0","pos","99999","100000","0.09081461092625508","0.023266323984611967"
"354","100000","0.3","20","0","pos","99999","100000","0.11536686287318719","0.02900341791971341"
"357","100000","0.3","20","0","pos","99999","100000","0.10598607177085272","0.028054395726695016"
"364","100000","0.3","30","0","pos","66550","66550","0.10371082059599551","0.009999788356698307"
"359","100000","0.3","20","0","pos","99999","100000","0.09870838523387229","0.014627678497330631"
"360","100000","0.3","20","0","pos","99999","100000","0.09749873308952027","0.022984555195368662"
"358","100000","0.3","20","0","pos","99999","100000","0.1070837010973626","0.013732653109716794"
"362","100000","0.3","30","0","pos","99999","100000","0.11903089730201714","0.04250481077463871"
"363","100000","0.3","30","0","pos","99999","100000","0.09825506118164168","0.028327104458908858"
"361","100000","0.3","30","0","pos","99999","100000","0.10021204243168402","0.024155424229595886"
"365","100000","0.3","30","0","pos","99999","100000","0.10909457290651997","0.016690740936147672"
"366","100000","0.3","30","0","pos","99999","100000","0.09482564717261466","0.02520132628641272"
"367","100000","0.3","30","0","pos","99999","100000","0.09652826288709311","0.01829455846884309"
"369","100000","0.3","30","0","pos","99999","100000","0.0932764870254975","0.021427886403913698"
"368","100000","0.3","30","0","pos","99999","100000","0.12228273205278509","0.020042095886668814"
"371","100000","0.3","30","0","pos","99999","100000","0.09986567196750984","0.02008701473599839"
"372","100000","0.3","30","0","pos","99999","100000","0.10333157937648069","0.01663167723879012"
"373","100000","0.3","30","0","pos","99999","100000","0.09717388933520975","0.030522049331610693"
"370","100000","0.3","30","0","pos","99999","100000","0.09013331520881529","0.027082758295738873"
"374","100000","0.3","30","0","pos","99999","100000","0.12104402501733744","0.02792326571566627"
"375","100000","0.3","30","0","pos","99999","100000","0.11151604363276992","0.03701993006598308"
"376","100000","0.3","30","0","pos","99999","100000","0.12126566806966065","0.02851424927221946"
"377","100000","0.3","30","0","pos","99999","100000","0.10632567067153029","0.02870202240409153"
"378","100000","0.3","30","0","pos","99999","100000","0.12078046791044021","0.023083472968273327"
"379","100000","0.3","30","0","pos","99999","100000","0.10973756314032426","0.02076892239416521"
"380","100000","0.3","30","0","pos","99999","100000","0.09587032579159273","0.022200952421499078"
"382","100000","0.3","30","0","pos","99999","100000","0.11286724700293957","0.023392920688719003"
"381","100000","0.3","30","0","pos","99999","100000","0.10574431834132161","0.036436441577401356"
"385","100000","0.3","30","0","pos","99999","100000","0.10024353568037851","0.023681863004628146"
"383","100000","0.3","30","0","pos","99999","100000","0.09672637529616958","0.025680744799764364"
"384","100000","0.3","30","0","pos","99999","100000","0.10176842420492593","0.022050310843169302"
"387","100000","0.3","30","0","pos","99999","100000","0.09827217147106287","0.02582325291277017"
"386","100000","0.3","30","0","pos","99999","100000","0.10454546252509582","0.026989446755319415"
"388","100000","0.3","30","0","pos","99999","100000","0.09587180786313478","0.033956131873150316"
"389","100000","0.3","30","0","pos","99999","100000","0.11399127624148163","0.03693691576729424"
"390","100000","0.3","30","0","pos","99999","100000","0.1049941849876132","0.016834585947599477"
"392","100000","0.3","40","0","pos","99999","100000","0.10984877991804912","0.012390703010751505"
"395","100000","0.3","40","0","pos","99999","100000","0.0984685687158569","0.01818954683003311"
"396","100000","0.3","40","0","pos","99999","100000","0.10083623764055756","0.024646331647558188"
"397","100000","0.3","40","0","pos","99999","100000","0.1145819183034724","0.020960556554736522"
"391","100000","0.3","40","0","pos","99999","100000","0.10264411872045098","0.022433381665819287"
"398","100000","0.3","40","0","pos","99999","100000","0.09714886647747138","0.020707981347098673"
"393","100000","0.3","40","0","pos","99999","100000","0.09274864809726494","0.018770135083580955"
"394","100000","0.3","40","0","pos","99999","100000","0.09975531547780297","0.027040658867880697"
"400","100000","0.3","40","0","pos","99999","100000","0.11014182666218073","0.028567632211706027"
"399","100000","0.3","40","0","pos","99999","100000","0.11106243856578753","0.01870726099637083"
"401","100000","0.3","40","0","pos","99999","100000","0.10095093151152637","0.012985214965979418"
"402","100000","0.3","40","0","pos","99999","100000","0.10637481897908174","0.03373350399614131"
"403","100000","0.3","40","0","pos","99999","100000","0.09502817719447175","0.025182500598781993"
"405","100000","0.3","40","0","pos","99999","100000","0.11329309509493346","0.015889205467692305"
"404","100000","0.3","40","0","pos","99999","100000","0.12213692376006202","0.015985329744184547"
"406","100000","0.3","40","0","pos","99999","100000","0.10759950575891418","0.02420221432133645"
"407","100000","0.3","40","0","pos","99999","100000","0.09881834716449435","0.019933401761426474"
"408","100000","0.3","40","0","pos","99999","100000","0.10083642786893875","0.015384248187087515"
"409","100000","0.3","40","0","pos","99999","100000","0.1228660377252284","0.025761119156522717"
"410","100000","0.3","40","0","pos","99999","100000","0.1108768806528022","0.014337370213025023"
"411","100000","0.3","40","0","pos","99999","100000","0.10926697907092335","0.025494316855359127"
"412","100000","0.3","40","0","pos","99999","100000","0.11469221550091392","0.037163989033116726"
"413","100000","0.3","40","0","pos","99999","100000","0.11442190825695128","0.017740645363548198"
"414","100000","0.3","40","0","pos","95474","95474","0.10338007982669363","0.009998155177866196"
"415","100000","0.3","40","0","pos","99999","100000","0.11160916053097239","0.017012846860588408"
"416","100000","0.3","40","0","pos","99999","100000","0.10717592404608685","0.01831634668455528"
"417","100000","0.3","40","0","pos","99999","100000","0.1210170330134313","0.022001194068663046"
"419","100000","0.3","40","0","pos","99999","100000","0.11502304019968836","0.01867264503568749"
"418","100000","0.3","40","0","pos","99999","100000","0.10443014356560212","0.02120569882578514"
"420","100000","0.3","40","0","pos","99999","100000","0.11865387334624836","0.017156809219895784"
"421","100000","0.3","50","0","pos","99999","100000","0.1060266724504177","0.022403246799785823"
"422","100000","0.3","50","0","pos","99999","100000","0.10759123240755349","0.025774672938325277"
"423","100000","0.3","50","0","pos","71726","71726","0.11178374612112876","0.009999887085176453"
"424","100000","0.3","50","0","pos","99999","100000","0.10422814037637329","0.01822221509342684"
"425","100000","0.3","50","0","pos","99999","100000","0.10981124164346019","0.021014854635770373"
"426","100000","0.3","50","0","pos","99999","100000","0.10206772881982981","0.01089874970433956"
"427","100000","0.3","50","0","pos","99999","100000","0.08953790655015999","0.017455426433825694"
"429","100000","0.3","50","0","pos","99999","100000","0.1046512884030936","0.017046178235464136"
"430","100000","0.3","50","0","pos","99999","100000","0.10391647797821639","0.025114335407117484"
"428","100000","0.3","50","0","pos","99999","100000","0.11337147648954345","0.021946108849221813"
"431","100000","0.3","50","0","pos","99999","100000","0.11499910078959887","0.02805901563295214"
"432","100000","0.3","50","0","pos","99999","100000","0.10873597371236822","0.01802110390575957"
"433","100000","0.3","50","0","pos","99999","100000","0.0856526532883135","0.02145516162922493"
"435","100000","0.3","50","0","pos","99999","100000","0.10632284585322925","0.023312877146611094"
"434","100000","0.3","50","0","pos","99999","100000","0.12562919958327592","0.02537217008353333"
"436","100000","0.3","50","0","pos","99999","100000","0.11385556336524447","0.011320396677669374"
"439","100000","0.3","50","0","pos","84042","84042","0.10411484770057604","0.009999154406653702"
"437","100000","0.3","50","0","pos","99999","100000","0.11855345545453201","0.018508653347284677"
"438","100000","0.3","50","0","pos","99999","100000","0.10751579552389166","0.016734064842633546"
"440","100000","0.3","50","0","pos","99999","100000","0.10247915662187462","0.022916628254785784"
"441","100000","0.3","50","0","pos","99999","100000","0.11022474638775384","0.01206135564413776"
"443","100000","0.3","50","0","pos","99999","100000","0.09960657264196168","0.02456762893643483"
"442","100000","0.3","50","0","pos","99999","100000","0.1167511639186687","0.010395048167783692"
"445","100000","0.3","50","0","pos","99999","100000","0.08254069565846478","0.01301494854195842"
"444","100000","0.3","50","0","pos","99999","100000","0.13149928926561147","0.025205119274775062"
"448","100000","0.3","50","0","pos","99999","100000","0.0984235580043726","0.014944849726978885"
"446","100000","0.3","50","0","pos","99999","100000","0.08415050945730569","0.012861928440738786"
"449","100000","0.3","50","0","pos","88894","88894","0.10286680776185515","0.009999701217794843"
"447","100000","0.3","50","0","pos","99999","100000","0.10749949452222253","0.022069912597098545"
"450","100000","0.3","50","0","pos","99999","100000","0.10939789951105884","0.018593577660082666"
"451","100000","0.4","10","0","pos","99999","100000","0.10736994367805548","0.03252352085157859"
"452","100000","0.4","10","0","pos","99999","100000","0.1001223110337671","0.048044249820101206"
"453","100000","0.4","10","0","pos","99999","100000","0.0974396147886553","0.046975245849944586"
"454","100000","0.4","10","0","pos","99999","100000","0.1102741979062027","0.04886998270845394"
"457","100000","0.4","10","0","pos","99999","100000","0.10578237999109268","0.03364523465527113"
"458","100000","0.4","10","0","pos","99999","100000","0.11239324593968313","0.03921747575496548"
"455","100000","0.4","10","0","pos","99999","100000","0.09121712872305501","0.04206246509529239"
"456","100000","0.4","10","0","pos","99999","100000","0.10849788956132936","0.03586536207313345"
"459","100000","0.4","10","0","pos","99999","100000","0.10229563741870414","0.014563649807215804"
"460","100000","0.4","10","0","pos","99999","100000","0.11124196219574049","0.020139938109378478"
"462","100000","0.4","10","0","pos","99999","100000","0.09370909083698681","0.024497580736155555"
"461","100000","0.4","10","0","pos","99999","100000","0.11219076436892382","0.030559524545594064"
"464","100000","0.4","10","0","pos","99999","100000","0.12289306796132221","0.032092102481181294"
"466","100000","0.4","10","0","pos","99999","100000","0.10653665412839534","0.04799425281275707"
"465","100000","0.4","10","0","pos","99999","100000","0.13014514704378077","0.029445027718402537"
"463","100000","0.4","10","0","pos","99999","100000","0.1021666922866878","0.026031203983049166"
"467","100000","0.4","10","0","pos","99999","100000","0.11375964187096162","0.040104666267314515"
"469","100000","0.4","10","0","pos","99999","100000","0.11265060045168261","0.03379980383843483"
"470","100000","0.4","10","0","pos","99999","100000","0.11902945283356503","0.04519578830872374"
"473","100000","0.4","10","0","pos","99999","100000","0.11028233257992766","0.03734650741776642"
"474","100000","0.4","10","0","pos","99999","100000","0.116984452429219","0.031426487654438846"
"472","100000","0.4","10","0","pos","99999","100000","0.09492223086402415","0.030276360773696036"
"471","100000","0.4","10","0","pos","99999","100000","0.10230478336253139","0.030807750612389675"
"477","100000","0.4","10","0","pos","99999","100000","0.11028782230924314","0.04505177912520252"
"476","100000","0.4","10","0","pos","99999","100000","0.11494812970030652","0.03588635172679164"
"468","100000","0.4","10","0","pos","99999","100000","0.10348999044517403","0.032774875037864366"
"475","100000","0.4","10","0","pos","99999","100000","0.10395596456160261","0.039086522034466574"
"478","100000","0.4","10","0","pos","99999","100000","0.10863633933398387","0.0300011163225542"
"479","100000","0.4","10","0","pos","99999","100000","0.10600035633229354","0.04825417178603181"
"480","100000","0.4","10","0","pos","99999","100000","0.12879098470885347","0.044225321684073705"
"481","100000","0.4","20","0","pos","99999","100000","0.10738830179526661","0.031050247553308388"
"483","100000","0.4","20","0","pos","99999","100000","0.10952465232337656","0.022859940194702354"
"482","100000","0.4","20","0","pos","99999","100000","0.11141752902211498","0.02593171748204837"
"484","100000","0.4","20","0","pos","99999","100000","0.10070753986243167","0.03036026015439551"
"486","100000","0.4","20","0","pos","99999","100000","0.1221702685774611","0.022118031928605786"
"487","100000","0.4","20","0","pos","99999","100000","0.11607511293878685","0.014842261120756633"
"485","100000","0.4","20","0","pos","99999","100000","0.10502833031516279","0.015367080807346813"
"488","100000","0.4","20","0","pos","99999","100000","0.09795799192716281","0.03699154260489198"
"489","100000","0.4","20","0","pos","99999","100000","0.10258024844613196","0.04728510353833206"
"490","100000","0.4","20","0","pos","99999","100000","0.09445426116074349","0.033693177279273526"
"491","100000","0.4","20","0","pos","99999","100000","0.09713464446744562","0.03288373129870699"
"495","100000","0.4","20","0","pos","99999","100000","0.08428650476203851","0.027923713184200956"
"493","100000","0.4","20","0","pos","99999","100000","0.10348066907265575","0.029389628974379998"
"492","100000","0.4","20","0","pos","99999","100000","0.10598238717480798","0.018530967303347853"
"497","100000","0.4","20","0","pos","99999","100000","0.11231926629254607","0.05126164516525364"
"498","100000","0.4","20","0","pos","99999","100000","0.09821602098237485","0.03292604682353222"
"499","100000","0.4","20","0","pos","99999","100000","0.11204966158465658","0.018476190819380112"
"494","100000","0.4","20","0","pos","99999","100000","0.09632146545843726","0.016897065641094406"
"496","100000","0.4","20","0","pos","99999","100000","0.10413066687291998","0.023652329463167303"
"500","100000","0.4","20","0","pos","99999","100000","0.10813354823124213","0.031146184605058993"
"501","100000","0.4","20","0","pos","99999","100000","0.10641596008638993","0.02231972674252318"
"504","100000","0.4","20","0","pos","99999","100000","0.10759895499477948","0.0312624323545902"
"505","100000","0.4","20","0","pos","99999","100000","0.09497785133823564","0.011040344203063346"
"506","100000","0.4","20","0","pos","99999","100000","0.10659383233490931","0.031180229460194508"
"502","100000","0.4","20","0","pos","99999","100000","0.10654322755137417","0.019878422369254047"
"503","100000","0.4","20","0","pos","99999","100000","0.12153979579534169","0.027331028700743065"
"507","100000","0.4","20","0","pos","99999","100000","0.09990352867997206","0.03299000609447587"
"508","100000","0.4","20","0","pos","99999","100000","0.1103994153449829","0.023466797297173658"
"509","100000","0.4","20","0","pos","99999","100000","0.11688147059442212","0.025666765740480442"
"510","100000","0.4","20","0","pos","99999","100000","0.11717467592017472","0.026311536462387628"
"511","100000","0.4","30","0","pos","99999","100000","0.108502067712865","0.019803161825512807"
"513","100000","0.4","30","0","pos","99999","100000","0.10359220581995336","0.014652145428088199"
"512","100000","0.4","30","0","pos","99999","100000","0.11255538123764938","0.01556160217222067"
"514","100000","0.4","30","0","pos","99999","100000","0.09878359207961596","0.020050929398563695"
"515","100000","0.4","30","0","pos","99999","100000","0.11026422060078116","0.021519249626072035"
"516","100000","0.4","30","0","pos","99999","100000","0.09707026718342367","0.022900756324988985"
"517","100000","0.4","30","0","pos","99999","100000","0.10887143025800165","0.017546394938456625"
"518","100000","0.4","30","0","pos","99999","100000","0.10094645525556216","0.017038745404349732"
"519","100000","0.4","30","0","pos","99999","100000","0.10645485005320203","0.012019075990328235"
"520","100000","0.4","30","0","pos","99999","100000","0.1016789742963062","0.014979376817310907"
"521","100000","0.4","30","0","pos","99999","100000","0.12402967688512456","0.021840377492160754"
"522","100000","0.4","30","0","pos","99999","100000","0.11750933829800862","0.011850243101179991"
"523","100000","0.4","30","0","pos","99999","100000","0.10551649983473875","0.027780795189452284"
"526","100000","0.4","30","0","pos","77800","77800","0.10238901527213044","0.009999782295118106"
"524","100000","0.4","30","0","pos","99999","100000","0.09759168511986588","0.012120577278567494"
"525","100000","0.4","30","0","pos","99999","100000","0.10889833402898266","0.02331940849088447"
"527","100000","0.4","30","0","pos","99999","100000","0.10115436369220651","0.04400757126665101"
"528","100000","0.4","30","0","pos","99999","100000","0.10792641644075242","0.01271771130309732"
"529","100000","0.4","30","0","pos","99999","100000","0.10577808098027056","0.035559084555036945"
"530","100000","0.4","30","0","pos","99999","100000","0.12478125765596114","0.01352923715623981"
"531","100000","0.4","30","0","pos","99999","100000","0.08950666051640241","0.026984552998411692"
"532","100000","0.4","30","0","pos","99999","100000","0.10646289674372761","0.027461637290278607"
"533","100000","0.4","30","0","pos","99999","100000","0.10850268621377224","0.03983602693431813"
"534","100000","0.4","30","0","pos","99999","100000","0.10642359010872209","0.017903941153836214"
"535","100000","0.4","30","0","pos","99999","100000","0.11342225439871156","0.010895866176909148"
"536","100000","0.4","30","0","pos","99999","100000","0.10420845937939992","0.043211088508643136"
"537","100000","0.4","30","0","pos","99999","100000","0.10176862856073682","0.02185260106411074"
"538","100000","0.4","30","0","pos","99999","100000","0.11070137307719073","0.010985127294515321"
"539","100000","0.4","30","0","pos","99999","100000","0.08948939917472919","0.02287100016261146"
"540","100000","0.4","30","0","pos","99999","100000","0.09336735741369302","0.016569896855949805"
"541","100000","0.4","40","0","pos","99999","100000","0.10916326138051112","0.013560989012130169"
"542","100000","0.4","40","0","pos","99999","100000","0.09214569013670193","0.02110383003284263"
"543","100000","0.4","40","0","pos","99999","100000","0.10646130284894048","0.013288105942050812"
"544","100000","0.4","40","0","pos","99999","100000","0.10294209428226005","0.03177805881180404"
"545","100000","0.4","40","0","pos","99999","100000","0.1026472202003747","0.02266810050987602"
"549","100000","0.4","40","0","pos","78004","78004","0.11366018425560982","0.009998769588781325"
"546","100000","0.4","40","0","pos","99999","100000","0.09845407344343314","0.03770832658201653"
"547","100000","0.4","40","0","pos","99999","100000","0.1121915957979716","0.011725231639943596"
"548","100000","0.4","40","0","pos","99999","100000","0.10091242429268661","0.03280858629289077"
"551","100000","0.4","40","0","pos","99999","100000","0.10695561384207253","0.01846120873207563"
"550","100000","0.4","40","0","pos","99999","100000","0.10732964468526192","0.014510652637460398"
"552","100000","0.4","40","0","pos","99999","100000","0.1090867096456969","0.010642811374125136"
"554","100000","0.4","40","0","pos","99999","100000","0.12027366017949727","0.015008771581253263"
"556","100000","0.4","40","0","pos","99999","100000","0.11380371101190233","0.015349433284349009"
"553","100000","0.4","40","0","pos","99999","100000","0.09081426957780515","0.028929313937867275"
"555","100000","0.4","40","0","pos","99999","100000","0.11414290163325307","0.034596285988583"
"557","100000","0.4","40","0","pos","99999","100000","0.10571068057047461","0.01567121708360116"
"558","100000","0.4","40","0","pos","99999","100000","0.11243643577662209","0.010216939180702706"
"559","100000","0.4","40","0","pos","99999","100000","0.11944918770301577","0.01900272597321966"
"560","100000","0.4","40","0","pos","99999","100000","0.11038940243588646","0.021784651517262495"
"562","100000","0.4","40","0","pos","99999","100000","0.10349020184439608","0.021636123932356595"
"561","100000","0.4","40","0","pos","99999","100000","0.09278111823103262","0.023757065520290555"
"563","100000","0.4","40","0","pos","99999","100000","0.10052368723098691","0.046855804347804016"
"565","100000","0.4","40","0","pos","99441","99441","0.09795711771247399","0.009996643644480404"
"564","100000","0.4","40","0","pos","99999","100000","0.0996952993261994","0.029993234096214866"
"566","100000","0.4","40","0","pos","99999","100000","0.11509991395462515","0.022069146329282602"
"567","100000","0.4","40","0","pos","99999","100000","0.11088226135978238","0.026439038524692576"
"568","100000","0.4","40","0","pos","82974","82974","0.0834134562427311","0.009997336729395769"
"573","100000","0.4","50","0","pos","71444","71444","0.11429553187539297","0.00999999418566088"
"569","100000","0.4","40","0","pos","99999","100000","0.11299461140548375","0.026216304814910153"
"572","100000","0.4","50","0","pos","84424","84424","0.08707996702752578","0.009988125164388385"
"570","100000","0.4","40","0","pos","99999","100000","0.11396221492531618","0.018593580335957486"
"571","100000","0.4","50","0","pos","99999","100000","0.0969471974078337","0.025197005066448713"
"575","100000","0.4","50","0","pos","99999","100000","0.1022924153680717","0.030361345368180356"
"574","100000","0.4","50","0","pos","99999","100000","0.11052116392551908","0.017618887823063697"
"576","100000","0.4","50","0","pos","99999","100000","0.11451871477091617","0.019528912554809142"
"577","100000","0.4","50","0","pos","99999","100000","0.10620402725357715","0.015730534264024414"
"578","100000","0.4","50","0","pos","99999","100000","0.10270142757090976","0.017772087174784002"
"582","100000","0.4","50","0","pos","72273","72273","0.09652808773382034","0.00999844760903847"
"580","100000","0.4","50","0","pos","99999","100000","0.11003127331546057","0.01348807009733907"
"579","100000","0.4","50","0","pos","99999","100000","0.10533058725812185","0.02715174286459111"
"581","100000","0.4","50","0","pos","99999","100000","0.10146903267203455","0.012691305105883446"
"588","100000","0.4","50","0","pos","30641","30641","0.12470466138310904","0.009999970963996317"
"583","100000","0.4","50","0","pos","99999","100000","0.10817285919550793","0.017412495172206735"
"585","100000","0.4","50","0","pos","99999","100000","0.1017432951000954","0.012919187042845424"
"584","100000","0.4","50","0","pos","99999","100000","0.11519019352989378","0.019050886468118457"
"586","100000","0.4","50","0","pos","99999","100000","0.10808397906825963","0.020162099425854202"
"587","100000","0.4","50","0","pos","99999","100000","0.11566866178996205","0.02640246011969057"
"589","100000","0.4","50","0","pos","99999","100000","0.11963365001802154","0.010056298386812023"
"590","100000","0.4","50","0","pos","99999","100000","0.11827984499929306","0.03537464944263948"
"591","100000","0.4","50","0","pos","99999","100000","0.11319523839908444","0.020235409618329203"
"593","100000","0.4","50","0","pos","99999","100000","0.10198943545926233","0.012754736809661674"
"594","100000","0.4","50","0","pos","99999","100000","0.11764369410985787","0.031131606085656967"
"592","100000","0.4","50","0","pos","99999","100000","0.11459498304916557","0.01979613077402165"
"595","100000","0.4","50","0","pos","99999","100000","0.09812021484335783","0.011121593255680724"
"598","100000","0.4","50","0","pos","67469","67469","0.09502947681566523","0.009999832841264393"
"596","100000","0.4","50","0","pos","99999","100000","0.10098842198050624","0.03498029761927376"
"597","100000","0.4","50","0","pos","99999","100000","0.10652421407159578","0.017335030913461762"
"600","100000","0.4","50","0","pos","99999","100000","0.10018114597419107","0.027274592200839828"
"599","100000","0.4","50","0","pos","99999","100000","0.11721968546816204","0.013679236268768899"
"602","100000","0.5","10","0","pos","99999","100000","0.10358266067164289","0.0457187395590076"
"601","100000","0.5","10","0","pos","99999","100000","0.11096839280262728","0.02000204854166472"
"603","100000","0.5","10","0","pos","99999","100000","0.10075497793433442","0.0374112039638407"
"605","100000","0.5","10","0","pos","99999","100000","0.09527766167152442","0.026094365661340855"
"604","100000","0.5","10","0","pos","99999","100000","0.08960936326143942","0.026171319129789795"
"607","100000","0.5","10","0","pos","99999","100000","0.1027652063059607","0.03458711262280957"
"606","100000","0.5","10","0","pos","99999","100000","0.11264705222218827","0.04096588192008694"
"608","100000","0.5","10","0","pos","99999","100000","0.11527914951613462","0.031939859280888175"
"610","100000","0.5","10","0","pos","99999","100000","0.09848046314115222","0.0450773218813902"
"611","100000","0.5","10","0","pos","99999","100000","0.08851260741653533","0.03673042148982399"
"609","100000","0.5","10","0","pos","99999","100000","0.10514246849350493","0.0298100703194584"
"613","100000","0.5","10","0","pos","99999","100000","0.10048624686975753","0.03771663145902087"
"612","100000","0.5","10","0","pos","99999","100000","0.0917774709420625","0.030858703322741942"
"614","100000","0.5","10","0","pos","99999","100000","0.11092924592812321","0.023857397385104232"
"615","100000","0.5","10","0","pos","99999","100000","0.09775272720899368","0.029018192361559024"
"617","100000","0.5","10","0","pos","99999","100000","0.11855210135721901","0.028768376577041465"
"616","100000","0.5","10","0","pos","99999","100000","0.11091723373986138","0.050404711081808"
"619","100000","0.5","10","0","pos","99999","100000","0.10349345797926242","0.03724074641764985"
"618","100000","0.5","10","0","pos","99999","100000","0.10956850190893025","0.04286080934813986"
"620","100000","0.5","10","0","pos","99999","100000","0.1028204263425686","0.04538900124158317"
"621","100000","0.5","10","0","pos","99999","100000","0.09870087230875935","0.03426160059267908"
"622","100000","0.5","10","0","pos","99999","100000","0.10205773071133721","0.026173541980410168"
"624","100000","0.5","10","0","pos","99999","100000","0.1133784790771364","0.024935252498635405"
"623","100000","0.5","10","0","pos","99999","100000","0.10629416454489131","0.02407225881573827"
"625","100000","0.5","10","0","pos","99999","100000","0.10500393975784904","0.04802650507765636"
"627","100000","0.5","10","0","pos","99999","100000","0.1083392086749435","0.02848847753164321"
"628","100000","0.5","10","0","pos","99999","100000","0.10951741744679767","0.01888991262811721"
"626","100000","0.5","10","0","pos","99999","100000","0.10631741998430341","0.029530000813031164"
"630","100000","0.5","10","0","pos","99999","100000","0.1203978240164612","0.03907728450642029"
"629","100000","0.5","10","0","pos","99999","100000","0.11258960946065831","0.03385323594673214"
"632","100000","0.5","20","0","pos","99999","100000","0.1060331532415138","0.015296096450511913"
